,ngo_name,full_address,city,state,contact_1,contact_2,website,mail
0,GLOBAL CHARITABLE TRUST,"Official Layout, Behind Canara Bank, Hirebidanur, Gowribidanur",GOWRIBIDANUR,KARNATAKA,Not Available,7259974852,Not Available,globaltrust852(at)gmail[dot]com
0,GLOBAL CONCERNS INDIA,"17 Rhenius Street, 5A Sukhi Apartments, Richmond Town, Bangalore560 025",Bangalore,KARNATAKA,Not Available,9845518138,Link: Global Concerns India (Facebook.com),brindaadige(at)gmail[dot]com
0,GLOBAL EDUCARE FOUNDATION,"SHETTER LAYOUT,KUMARVAYAS NAGAR,HUBLI-580031",HUBLI,KARNATAKA,Not Available,9902012393,Not Available,shetterbasavaraj(at)gmail[dot]com
0,Global Education And Social Welfare Society,CTS no 3414 Anant Plaza 4th Floor above DCB Bank samadevi Galli Belgaum,BELGAUM,KARNATAKA,Not Available,9886497863,Not Available,belgaumglobal(at)gmail[dot]com
0,GLOBAL EDUCATION TRUST,KSSIDC PLOT NO C-19 TB DAM HOSAPETE,HOSAPETE,KARNATAKA,Not Available,9980527681,Not Available,kayyumsir(at)gmail[dot]com
0,"Global Education Trust, Mysore","CA-40, Hootagally Industrial Area, Hunsur Road",Mysore,KARNATAKA,Not Available,9845880811,http://www.dakshapucollege.com,founder[dot]chairman(at)dakshapucollege.com
0,GLOBAL EDUCATIONAL AND CHARITABLE TRUST (R),"230/04/10, AFROOZ MANZIL, NITTUR ROAD, TEKKALAKOTE-583122. SIRUGUPPA-TALUK BALLARI-DIST (KARNATAKA)",TEKKALAKOTE,KARNATAKA,Not Available,9449717652,Not Available,globaleducharitrust(at)gmail[dot]com
0,GLOBAL IEEE INSTITUTE FOR ENGINEERS,"Unit No. 501 & 502, 5th Floor, WTC-Brigade Gateway, No 26/1, Dr. Rajkumar Road, Malleswaram West, Bengaluru-560 055, INDIA",Bengaluru,KARNATAKA,080-49444333,9844001123,http://www.ieee.org,h[dot]mysore(at)ieee.org
0,GLOBAL INCUBATION SERVICES,"CA Site No.1, HAL 3rd Stage, Behind Hotel Leela Palace, Kodihalli, Bangalore-560008, Karnataka, India",Bangalore,KARNATAKA,Not Available,9810270878,http://http://www.ginserv.in/,md(at)ginserv[dot]in
0,GLOBAL IT SOLUTIONS,1749/2D 3RD FLOOR MUJAWAR BUILDING KIRLOSKAR ROAD BELGAUM,BELGAUM,KARNATAKA,Not Available,9986045397,http://www.globalitskill.in,globalis[dot]belgaum(at)gmail.com
0,GLOBAL LEADERSHIP MINISTRY,274 3rd cross Ist mainIst Block Jakkasandra Extn Bangalore,Bangalore,KARNATAKA,Not Available,9480247801,http://www.Global Leadershi Ministry.org,seth_glm(at)yahoo[dot]com
0,GLOBAL PHYSICALLY HANDICAPPED WELFARE CHARITABLE EDUCATIONAL TRUST,PLOT NO 28 SECTOR NO 2 NAVANAGAR,BAGALKOT,KARNATAKA,Not Available,7019535497,http://globalitibagalkot.org,globalitibgk(at)gmail[dot]com
0,GLOBAL RURAL AND URBAN DEVELOPMENT ORGANISATION,"DOOR NO.696, 10th CROSS,SRINIVAS NAGAR HADADI ROAD NITTUVALLI",DAVANGERE,KARNATAKA,Not Available,9844108243,Not Available,srimanthini2013(at)gmail[dot]com
0,Global Service Trust,251 JK Towers Mahadeshwaranagar Main Road Vishwaneedam Post Bangalore,Bangalore,KARNATAKA,Not Available,8880555225,Not Available,India[dot]GST(at)outlook.com
0,Global Sufi Forum,"AT POST: GONDI, TALUK: HANGAL, DISTRICT: HAVERI. STATE: KARNATAKA-581 104",GONDI,KARNATAKA,Not Available,9448745806,Not Available,globalsufiforum(at)gmail[dot]com
0,Global Virtual Academy for Peace and Education,"14, Hennur Main Road, Kacharakanahalli, St.Thomas Town Post",Bangalore,KARNATAKA,Not Available,7338362472,http://www.gvape.in,infogvape(at)gmail[dot]com
0,GLOBAL WELFARE FOUNDATION,No 05 1st Floor Govindapp Building Dasappagarden R T nagar Bangalore 560032,BANGALORE,KARNATAKA,Not Available,9036009292,Not Available,bhaskar091(at)gmail[dot]com
0,GLOBAL WELFARE MISSION FOUNDATION,"NO.14/3, 2ND MAIN CROSS, ITC COLONY, COX TOWN, JEEVANAHALLI, BANGALORE560 005",BANGALORE,KARNATAKA,Not Available,9886542776,Not Available,everlastingstephen(at)yahoo[dot]com
0,GLOBAL WOMANS PROTECTION ASSOCIATION,"112,2TH CROSS, HOSA GUDDADAHALLI, E STREET, BANGALORE",BANGALORE,KARNATAKA,Not Available,8884219551,Not Available,najmabanu903566(at)gmail[dot]com
0,GLOBE EYE FOUNDATION,"A.I.R. EXTENSION, OLD MADRAS ROAD, HOSKOTE - 562 114, BANGALORE RURAL",HOSKOTE,KARNATAKA,080-27900101,9741112464,http://www.globeeye.org,gefbangalore1995(at)hotmail[dot]com
0,gloria educational and charitable trust,"Regd.Address: 35, 1st E Main Road, BSK 3rd Stage. Girinagar Bangalore-560085.",Bangalore,KARNATAKA,Not Available,9535095661,Not Available,kavitha[dot]clarion(at)gmail.com
0,GLORY FOUNDATION,"NO. 29, 3rd CROSS, MYLARA GARDEN, CHIKKA GUBBI VILLAGE, KANOOR PANCHAYAT, DODDA GUBBI POST, BANGALORE- 560077",BANGALORE,KARNATAKA,Not Available,9342949755,http://glory-foundation.org/en/,adassglory(at)gmail[dot]com
0,GLORY OF GOD TRUST,"No 3181, Ashiana, 2nd Stage, 2nd Phase, Rajiv Nagar Devanur Extension ,Mysore(Dist) Karnataka -570019",MYSORE,KARNATAKA,Not Available,9739180017,Not Available,gloryofgodtrust(at)gmail[dot]com
0,GNANA JYOTHI TRUST,"Sri Shiradi Sai Cultural Centre No.2, Syndicate bank colony, Near Kamakshi palya police station, Magadi main road.",Bangalore,KARNATAKA,Not Available,9731761761,Not Available,gnanajyothibaba(at)gmail[dot]com
0,GNANADHARE EDUCATIONAL TRUST,NO 1167/1 14TH MAIN 7TH CROSS JYOTHINAGAR CHANDRA LAYOUT BANGALORE,BANGALORE,KARNATAKA,Not Available,9342077707,Not Available,manjumanjunath1981(at)gmail[dot]com
0,GNANAJYOTHI SAMSTHE Reg,NO 645 2ND MAIN 5TH CROSS LOKANAYAKANAGARA HEBBAL MAIN ROAD METAGALLI MYSORE 570016,MYSORE,KARNATAKA,0821-2415522,9986757215,http://www.gnanajyothisamsthe.org,gnanajyothi07(at)gmail[dot]com
0,GNANODAYA CHARITABLE TRUST,GNANODAYA CHARITABLE TRUST C/O REKA MEDICAL STORE MAIN BAZAR KASABALINGAUGUR TQ: LINGASUGUR584122,LINGASUGUR,KARNATAKA,Not Available,9448648713,Not Available,sharanappamacharli(at)gmail[dot]com
0,GNYANA BHARATI SHIKSHAN SAMSTHE,"Gnyana Bharati Shikshan Samasthe, R/O Afzalpur Tq: Afzalpur Dist: Gulbarga",Afzaplur,KARNATAKA,Not Available,9916049994,Not Available,mahanateshpatil1970(at)gmail[dot]com
0,GNYANA UDAYA EDUCATION SOCIETY,R/O BALUR TQ:- BHALKI DIST:- BIDAR,BIDAR,KARNATAKA,Not Available,8310641759,Not Available,guesbalur(at)gmail[dot]com
0,GNYANJYOTI GRAMEENA ABHIRUDHHI SAMASTHE,"Rattu BuldingDr.R.K.Marg, 1st,cros,Hinwadi, Belgaum.",Belgaum,KARNATAKA,0831-2489724,9945894165,Not Available,gyan_jyoti71(at)yahoo[dot]com
0,GOD'S SPECIAL CHILDREN FOUNDATION,"No:19/6, 8th Main, Between 9th and 11th Cross,Vinayaka Layout, Malleswarm, Bangalore",Bangalore,KARNATAKA,Not Available,9880101199,https://gscf.in/contacts/,srinath(at)gscf[dot]in
0,GOKULA EDUCATION FOUNDATION ( MEDICAL ),"MSRIT POST , MSR NAGAR , NEW BEL ROAD BANGALORE560054",BENGALURU,KARNATAKA,Not Available,8884412753,Not Available,hdrgowda(at)msrhs[dot]org
0,GOKULA EDUCATION FOUNDATION ENGINEERING,M.S.RAMAIAH INSTITUTE OF TECHNOLOGY MSR NAGAR MATHIKERE,BANGALORE,KARNATAKA,080-23603122,9632294999,http://www.msrit.edu,sriraam(at)msrit[dot]edu
0,GOKULAMRUTHA GHOSHALA,"Humchadakatte, Humchadakatte Post, Thirthahalli Taluk, Shimoga District",Shimoga,KARNATAKA,Not Available,8050116965,Not Available,gokulamruthaghoshala(at)gmail[dot]com
0,GOLDEN EDUCATIONAL AND SOCIAL CHARITABLE TRUST,"No.5, Curly Street, Richmond Town, Bangalore-",Bangalore,KARNATAKA,Not Available,9880987650,Not Available,maqhsood221095(at)gmail[dot]com
0,Gollalappa yatanoor,AT SHOP NO 4 1ST FLOOR ASSEMBLY TOWER GULBARGA,GULBARGA,KARNATAKA,Not Available,9449310033,Not Available,gmyatnoor(at)gmail[dot]com
0,Gomatesh Vidyapeeth,Gomatesh Vidyapeeth Gomatesh Nagar Hindwadi Belgaum,Belgaum,KARNATAKA,Not Available,9448194050,Not Available,mlasanjaypatil(at)gmail[dot]com
0,GOOD NEIGHBORS INDIA,No. 14,Bangalore,KARNATAKA,Not Available,9916012844,https://goodneighborsindia.org/,ravindra[dot]goodneighbors(at)gmail.com
0,GOOD NEWS WELFARE SOCIETY,"Good News Welfare Society, Montfort Nagar, Kalghatgi PO 581204 Dharwad Dt Karnataka",KALGHATGI,KARNATAKA,Not Available,9035045505,Not Available,gnwsvc(at)yahoo[dot]com
0,GOOD SHEPHERD CONVENT (MYSORE),GOOD SHEPHERD CONVENTLASHKAR MOHALLAMYSORE,MYSORE,KARNATAKA,Not Available,9341925367,Not Available,goodshepherdmysore2018(at)gmail[dot]com
0,GOOD SHEPHERD MISSION,"4511-1 1ST FLOOR, ST Marys Road N R Mohalla",Mysore,KARNATAKA,Not Available,9481830648,Not Available,goodshepherdinindia(at)gmail[dot]com
0,GOOD SHEPHERD SOCIETY,25 Museum Road Bangalore 560025,Bangalore,KARNATAKA,Not Available,8970692414,Not Available,gracyrgs(at)gmail[dot]com
0,Good Will Educational Trust,"No. 7, 7th Main Road, Padarayanapura",Bangalore,KARNATAKA,Not Available,9945282864,Not Available,mehboobpasha42(at)gmail[dot]com
0,GOODNEWS TO THE POOR,"DEVAPUTHRA COMPOUND, CHARA, HEBRI- KARKALA",UDUPI,KARNATAKA,Not Available,9902205231,Not Available,msjoygtp(at)gmail[dot]com
0,GOODWILL INTERNATIONAL ASSOCIATION,"2, 7TH CROSS, BAZAAR STREET, NEELASANDRA, BANGALORE 560047.",Bangalore,KARNATAKA,Not Available,9916533698,http://www.goodwill-international-association.in,goodwill19712001(at)gmail[dot]com
0,GOPAL RURAL EDUCATION AND HEALTH CENTRE,"GOPAL RURAL EDUCATION AND HEALTH CENTRE Devendra Nagar, Shindolli, Belagavi-591124",BELGAUM,KARNATAKA,Not Available,9449842020,Not Available,jinagoudaschool(at)gmail[dot]com
0,gopal vidya pratisthan,sarvajna vihar vidyapeetha ayodhya nagar near tas boudi bijapur-586101,bijapur,KARNATAKA,Not Available,9449183869,Not Available,sanjeevacharya1(at)gmail[dot]com
0,Gopalakrishnan Foundation For The Deaf,"No:112, ARR Enclave, Sai Baba Temple Road, Munnekolala, Marathahalli",Bangalore,KARNATAKA,Not Available,8886500051,Not Available,info[dot]signskool(at)gmail.com
0,GOPALAN FOUNDATION,"No. 5, Richmond Road, Bangalore560025",Bangalore,KARNATAKA,Not Available,8197839743,http://www.gopalanskillacademy.in,registrar(at)gopalanskillacademy[dot]in
0,GoSports Foundation,"No.60, First Floor, “Oorve”, Muni Marappa Road, Off. Nandidurga Road, Bengaluru- 560046, Karnataka",Bengaluru,KARNATAKA,Not Available,8105734970,https://www.gosportsfoundation.in,deepthibopaiah(at)gosports[dot]in
0,Gothami Foundation,"No.226, Society Road, Kiragandur Village, Mandya Taluq, Mandya District",Mandya,KARNATAKA,Not Available,9480441882,Not Available,shivalingaiah1947(at)gmail[dot]com
0,GOURISHANKAR HUMAN WELFARE ASSOCIATION,"Gourishankar human welfare association, shakapur road near adaviraya temple kushtagi.",Kushtagi,KARNATAKA,Not Available,8904429741,Not Available,gourishankar1991(at)gmail[dot]com
0,GOUSIA EDUCATION AND CHARITABLE TRUST,52 TEACHER COLONY HALLIKHED B TQ HUMNABAD DIST BIDAR KARNATAKA PIN 585414,HALLIKHED B,KARNATAKA,Not Available,8050200204,https://ngodarpan.gov.in/index.php/ngo/primaryngo,gectrust(at)rediffmail[dot]com
0,Goutam Buddh Education and Rural Development Society Bidar,"7-6-236 New Navadgeri Janwada Road, Bidar",Bidar,KARNATAKA,Not Available,8310269995,Not Available,avinash[dot]asrm777(at)gmail.com
0,GOUTHAM CHARITABLE TRUST,"1044, FIRST MAIN ROAD, GANDHI NAGAR TIPTUR TUMKUR DISTRICT",TIPTUR,KARNATAKA,Not Available,9945106366,Not Available,gouthamshankara(at)gmail[dot]com
0,GOVANITHASHRAYA TRUST,"4-3-298/40 DWARAKA KODIALGUTTU (E), 2ND CROSS KODIALBAIL MANGALURU-575003",MANGALURU,KARNATAKA,Not Available,9448143321,http://www.govanithashraya.org,govanithashraya(at)yahoo[dot]com
0,GOVARDHANA GO SAMRAKSHANA TRUST,SHAMBUNAHALLI VILLAGE GORAVALE POST DUDDA HOBLI MANDYA TALUK,MANDYA,KARNATAKA,Not Available,9964640619,Not Available,govardhanatrust(at)gmail[dot]com
0,GOVARDHANA GIRI,"GOVARDHANA GIRI TRUST PEJAVARA ADHOKSHAJA MATHA CAR STREET, UDUPI- 576101",UDUPI,KARNATAKA,Not Available,9448285562,Not Available,prasad_global(at)yahoo[dot]com
0,Govind Dham Shikshan Sadhana Trust,"Gandhighar, Devgiri, Post Kadoli.",Belgaum,KARNATAKA,Not Available,9900823864,Not Available,prakashphot(at)gmail[dot]com
0,GOWRISANKARA EDUCATION AND CULTURAL YAKSHAGANA KALA KENDRA,"1790, 1ST MAIN ROAD, 7TH CROSS, SANJEEV NAGAR, SASHAKARA NAGAR, BANGALORE RURAL DISTRICT-560092",BANGALORE,KARNATAKA,080-2456201,7026097359,Not Available,gsckk[dot]333(at)gmail.com
0,GRACE BATIST CHURCH TRUST,"No 4, 6th Cross, Pukhraj Layout, Bannerghatta Road, Bangalore 560030 Karnataka",Bangalore,KARNATAKA,Not Available,9739778185,https://ngodarpan.gov.in,gracebatistchurchtrust(at)gmail[dot]com
0,GRACE EDUCATIONAL TRUST (R),BOMMANNAKATTE HIRIYUR POST THIMLAPUR ROAD BHADRAVATHITQ,SHIMOGA,KARNATAKA,Not Available,9481405885,http://www.grace4children.in,johnpaul_get(at)yahoo[dot]co.in
0,GRACE FELLOWSHIP CHARITABLE TRUST,NO 24OLD NO 535 EJIPURA MAIN ROAD 8TH CROSS VIVEKANAGAR POST BANGALORE,BANGALORE,KARNATAKA,Not Available,9880697641,Not Available,pastor[dot]v.vcharles(at)gmail.com
0,GRACE FOUNDATION BGM,"H.no-10, first floor, market place, camp, belgaum 590-001",belgaum,KARNATAKA,0831-4204146,9538332616,Not Available,adonilalitha(at)gmail[dot]com
0,GRACE FULL GOSPEL ASSEMBLY,"Grace Full Gospel Assembly, Mavur Road ,Renukacharya nagar Savanur -591118,Dist:Haveri",Savanur,KARNATAKA,Not Available,9986179885,http://www.gracefullgospelassembly.org,prashantwadi(at)gmail[dot]com
0,Grace Gospel Mission,33 PIPELINE ROAD BEHIND R T O YESHWANTHPUR Bangalore560022,Bangalore,KARNATAKA,Not Available,9632203339,Not Available,angelinpauls(at)gmail[dot]com
0,GRACE REFORMED TRUST,"No.22, L N Reddy Garden. Kariyanapalya ,",Bangalore,KARNATAKA,Not Available,9902624487,Not Available,murali[dot]ameresan(at)gmail.com
0,GRACE RURAL AND URBAN DEVELOPMENT FOUNDATION,"No 771. 9th Main, 3rd Block, Basaveshwara nagar, Bangalore",BANGALORE,KARNATAKA,Not Available,9986091818,Not Available,anantharam[dot]ks13(at)gmail.com
0,GRACE WOMENS WELFARE AND RURAL DEVELOPMENT SOCIETY,L.I.G 73 K.H.B COLONEY SHANTI NAGAR M.S.K.MILL ROAD NEAR BUSTAND GULBARGA 585103,YADGIRI,KARNATAKA,08473-251546,9535390159,Not Available,gracewomenswelfaresociety(at)gmail[dot]com
0,Gram Kiran Seva samsthe Kalaburagi,Gram Kiran Seva samsthe H No. 1-26/6B Kanti Nivasa Khoba Plot Vivekanand Nagar Gulbarga,Gulbarga,KARNATAKA,Not Available,9743839686,https://ngodarpan.gov.in/index.php/ngo/primaryngo,gkssglb[dot]2013(at)gmail.com
0,GRAM PARIVARTAN KENDRA,"GRAM PARIVARTAN KENDRA, (H NO 361 C/O MALLIKARJUN S.JAKATI FARM HOUSE) GOUDWAD Tq HUKKERI DIST BELAGAVI-591309.KARNATAKA INDIA.",BELGAUM,KARNATAKA,0831-2471254,9448632917,Not Available,gpkbgm(at)yahoo[dot]com
0,Gram Vikas Janashakti Foundation,At Matolli Post : Hosur. Tq : Naragund. Dist : Belagavi,Savadatti,KARNATAKA,Not Available,9535949795,Not Available,akashkpujar(at)gmail[dot]com
0,GRAMA,GRAMA CHETHANA 2ND CROSS V P EXTENSION CHITRADURGA PIN 577501,Chitradurga,KARNATAKA,08194-231539,9880399560,http://www.gramachitradurga.org/grama_info.php,ggramaindia(at)gmail[dot]com
0,Grama Vikas,Honnsetthalli Village Yalgondhalli Post Mulbagal Taluk,Bangaluru,KARNATAKA,Not Available,9448136074,http://www.gramavikas.org,gramavikas1(at)rediffmail[dot]com
0,GRAMA VIKAS FOUNDATION,"At:Mancikeri, PO:Kampli, Taluk:Yellapur, Uttar Kannada Dist. Karwar",Yellapur,KARNATAKA,Not Available,9482469279,http://www.gramvikasfoundation.org/,gramavikas28(at)gmail[dot]com
0,GRAMA VIKAS SOCIETY,"68, AGALAGURKI, CHICKBALLAPURA TALUK AND DISTRICT",CHICKBALLAPURA,KARNATAKA,08152-220635,9964831147,Not Available,gramavs2000(at)gmail[dot]com
0,Gramachetana,Gramachetana Sattigeri Shanti Building Hindwadi Belgaum 590011,Belgaum,KARNATAKA,0831-2486464,9449816279,Not Available,gramachetana[dot]stgr(at)rediffmail.com
0,GRAMEEN VIDYA VARDHAK SANGH KANAKAL TQ B BAGEWADI DIST BIJAPUR,GRAMEEN VIDYA VARDHAK SANGH SC ST KANAKAL TQ B BAGEWADI DIST BIJAPUR,KANAKAL,KARNATAKA,Not Available,7259273506,Not Available,hanamanthbyalal(at)gmail[dot]com
0,Grameena Abyudaya Seva Samasthe,"Grameena Abyudaya Seva Samasthe 4th ward, court road, rojipura, doddaballapura-561203",Bangalore rural,KARNATAKA,080-27624096,9482084090,http://gassindia.com,gass[dot]organisation(at)gmail.com
0,Grameena Kriyathmaka Ranga Thanda,"Thimmalapura, Bellavi Post, Tumkur Taluk & District, Pin - 572107",Tumkur,KARNATAKA,816-88677779,8867777954,Not Available,gkrangathanda(at)gmail[dot]com
0,Grameena Mahila Abhivruddhi Shikshana Sasmthe,Grameena Mahila Abhivruddhi Shikshana Samsthe (GRAMS) Saanthe Bazar. Lingasguru-584122,Lingasuguru,KARNATAKA,08537-258360,9448690685,Not Available,grams[dot]lgs(at)gmail.com
0,Grameena mahila okkuta,HonnasettahalliYelagondahalli post Mulbagal taluk Kolar district 563127,Mulbagal Taluk,KARNATAKA,Not Available,8762655289,Not Available,jayagmo(at)gmail[dot]com
0,Grameena vikas prathishtan samsthe Hiremannapur,Grameena vikas prathishtan samsthe hiremannapur -583277TQ-kushtagiDIST-koppal,koppal,KARNATAKA,08536-286113,9663200371,Not Available,Gvpshm(at)gmail[dot]com
0,GRAMEENA VIKAS SEVA SAMSTHE,"CHANDAPUR,TQ SEDAM,GULBARGA",GULBARGA,KARNATAKA,Not Available,9741714296,Not Available,gvss[dot]chandapur(at)gmail.com
0,GRAMEENA VIKAS YUVA KENDRA,OPP OLD RTO OFFICE ASHOKA HOTEL COMPLEX SEDAM ROAD GULBARGA,GULBARGA,KARNATAKA,Not Available,9740482004,Not Available,grameenavikas(at)rediffmail[dot]com
0,Gramin Mahila Womens Multipurpose Society,"Gramin Mahila Womens Multiporpose Society H.No. 18-2-369/1, Ist Cross Chidri Road Bidar Pin 585401",Bidar,KARNATAKA,Not Available,9036009368,Not Available,anandkamalapureanand9592(at)gmail[dot]com
0,GRAMINA KALAPOSHAKA VRUNDA,"1ST WARD, BAGEPALLI-561207, CHICKBALLAPURA DISTRICT.",BANGALORE,KARNATAKA,Not Available,7204067557,Not Available,grameenakalaposhaka(at)gmail[dot]com
0,GRAMINAABHIVRUDDI SAMSTHER,"THORALAKKI VILLAGE ANDPOST, MALUR TALUK, KOLAR DIST",MALUR,KARNATAKA,Not Available,9743518208,Not Available,girijammav78(at)gmail[dot]com
0,Gramodaya Bailhongal,"Gramodaya Bailhongal C/O: M B Paschapur Building Near Old RTO Office,Bailhongal 591102 TQ:Bailhongal Dist:Belgaum",Bailhongal,KARNATAKA,08288-292443,9844135776,Not Available,gramodaya_blh(at)yahoo[dot]co.in
0,Gramothan Foundation,Maini Sadan No 38 levelle road 7th cross bangalore 560 001,Bangalore,KARNATAKA,Not Available,9740265000,Not Available,mmmaudit(at)maini[dot]com
0,GRASIM SOCIAL SEEVICE SOCIETY,"GRASIM SOCIAL SERVICE SOCIETY GRASIM STAFF COLONY, KUMARAPATANM-581123. TQ. RANEBENNUR, Dist.HAVERI, KARNATAKA.",KUMARAPATANAM,KARNATAKA,Not Available,9964348288,Not Available,renuka[dot]naganur(at)adityabirla.com
0,Grassroots Research And Advocacy Movement,"CA 2, KIADB Industrial Housing Area, Ring Road, Hebbal, Mysore - 570 016",Mysore,KARNATAKA,0821-2415412,9686666306,http://www.graam.org.in,graam(at)graam[dot]org.in
0,GRDATS,"AGALAGURKI, CHICKBALLAPURA TALUK",CHICKBALLAPURA,KARNATAKA,Not Available,9590843291,Not Available,gradtsvocbp(at)gmail[dot]com
0,GREAT JOY IN THE CITY MINISTRIES,"20, Sunanda Building,1st Main,Chikkabidarakallu,Tumkur Road,Bangalore-560073",Bangalore,KARNATAKA,Not Available,9341988432,Not Available,sam_gjoy(at)yahoo[dot]co.in
0,GREEN DOT TRUST,"No 566, Aalemane, Opp Park, 7th Cross, Roopanagar, Bogadi, Mysore -26",Mysore,KARNATAKA,0821-2598080,9845058023,Not Available,greendottrust(at)gmail[dot]com
0,GREEN INDIA TRUST,OPP KSRTC DEPOTCLUB ROAD OLD DANDELI,CHALLAKERE,KARNATAKA,Not Available,9663082254,Not Available,mandra1962(at)gmail[dot]com
0,GREEN LIFE ACUPRESSURE EDUCATION AND SOCIAL SERVICE ASSOCIATION,WARD NO 3 HAMALAR COLONY KOPPAL,KOPPAL,KARNATAKA,Not Available,8867629192,Not Available,moinkhankpl(at)gmail[dot]com
0,GREEN MOUNTAIN EDUCATIONAL AND CHARITABLE TRUST,"NO 21, Ujjini Complex, New Thippsandra Main Road, Above Footin Showroom, H.A.L 3rd Stage, Bnagalore 560075",Bangalore,KARNATAKA,Not Available,8861207888,Not Available,hyderali25(at)gmail[dot]com
0,GREENS TRUST,HARIKARANAHALLI VILLAGE DOMBARANAHALLI POST DANDINASHIVARA HOBALI TURUVEKERE TALUK,HARIKARANAHALLI VILLAGE,KARNATAKA,Not Available,8277102057,http://greenstrust.com/,secretarygtrust(at)gmail[dot]com
0,GroundReality Trust,"246/D, 4th cross, 2nd block, 1st stage, Nagarabhavi, Bangalore",Bangalore,KARNATAKA,Not Available,8147684653,http://www.potholeraja.com,prathaap(at)groundreality[dot]org
0,Group for Organizing Development Society,Revathi Nilaya VP Extention Adj to Ex CM Late Nijalingappa’s Residence,Chitradurga,KARNATAKA,Not Available,9482021588,http://gods.org.in,godsorganisation(at)yahoo[dot]in
0,GROWTH IN FRATERNITY TRUST,"106, 2nd E CROSS, OMBR LAYOUT, CHICKBANASAWADI",BANGLORE,KARNATAKA,Not Available,8331882402,Not Available,giftindia2013(at)gmail[dot]com
0,GSM EDUCATION TRUST,SAMVAAD INSTITUTE OF SPEECH AND HEARING18 1ST CROSS 5TH MAIN ANAND GIRI EXTENSION HEBBAL,BANGALURU,KARNATAKA,Not Available,9845018302,Not Available,samvaadradhika(at)gmail[dot]com
0,GSSS CHARITABLE FOUNDATION,NO68/69 CHITRAPUR BHAVAN 8TH MAIN MALLESWARAM,BANGALORE,KARNATAKA,Not Available,9844020077,http://www.gsssamaj.org,gsssevaksamaj(at)yahoo[dot]com
0,GT FOUNDATION,"GT Foundation, No 8, Ground Floor, 2nd Cross, Vaishnavi Layout, Kalkere Main Road, K. Channasandra",Bangalore,KARNATAKA,Not Available,9916999933,http://www.gt-foundation.in,gtsuresh(at)gmail[dot]com
0,GUALBERT BHAVAN,THAMBU CHETTY PALYAKRISHANARAJPURAM BAGALORE-560036,BANGALORE,KARNATAKA,Not Available,9945673737,Not Available,sridhargangu(at)yahoo[dot]co.in
0,Gubbi Labs LLP,"No 2-182, 2nd Cross Extension, Gubbi PO,",Gubbi,KARNATAKA,Not Available,9448113575,http://www.gubbilabs.in,sudhira(at)gubbilabs[dot]in
0,GUDI Socio Cultural Organization,"Gudi Socio Cultural organization, in front of Pawravihara, Shivamogga Road, Shikaripura 577427",Shikaripura,KARNATAKA,080-26622410,9448094494,Not Available,gudiheritagehut(at)gmail[dot]com
0,"gulbarga academy of art, culture and literature",No 14 26Puttagouri Home Siddeshawar Colony OppGulbarga UniversitySedam Road,Gulbarga,KARNATAKA,Not Available,9845343769,Not Available,gulbargaacademyart2011(at)gmail[dot]com
0,GUNDABALA WELFARE And EDUCATION TRUST,"AT AND POST GUNDBALA, TQ ANKOLA DIST UTTARA KANNADA",ANKOLA,KARNATAKA,Not Available,9448111282,Not Available,nayak_cash(at)yahoo[dot]co.in
0,GURU FREDDYS NATURE AWARENESS AND ADVENTURE ACADEMY,No1 Somanahalli 3rd BlockBangalore 560082,BANGALORE,KARNATAKA,Not Available,9844045842,http://www.gurufreddyacademy.org,gurufreddyacademy(at)gmail[dot]com
0,Guru Hindi shikshana mandir,775 5th main 2nd cross vijaynagar bangalore,Bangalore,KARNATAKA,Not Available,9611703560,Not Available,guruhindi50(at)gmail[dot]com
0,GURU HS KRISHNAMURTHY MEMORIAL TRUST,"Madhuvana ,9th cross, Mallige Road,Ashok Nagar,Tumkur-572103",Tumkur,KARNATAKA,Not Available,9886418643,Not Available,rohini[dot]ksvm(at)gmail.com
0,GURU KRIPA RURAL DEVELOPMENT EDUCATIONAL AND RESEARCH TRUST,"BALLYOTTU MUTT, HOSMARKARKALA TALUK UDUPI DIST -574107 KARNATAKA",KARKALA,KARNATAKA,Not Available,9844240976,Not Available,gurukripacentralschool(at)gmail[dot]com
0,GURUKUL EDUCATIONAL CHARITABLE TRUST,"NO. 2, 4th Cross, Bapuji Layout , Vijaynagar , BAngalore-560040 .",Bangalore,KARNATAKA,Not Available,9035007716,Not Available,navyagurukul(at)gmail[dot]com
0,GURUSHAKTI SWAMI VIVEKANANDA CHARITIES,"BELA, BUNDER ROAD, ANKOLA",ANKOLA,KARNATAKA,Not Available,9483435259,Not Available,gurushakticharities(at)gmail[dot]com
0,Gyan Vedant Foundation,"I-17E,PUCHADI PADE, SURINJE,VIA KATIPALLA,MANGALURU",MANGALORE,KARNATAKA,Not Available,9743010099,http://www.gyanvedant.org,gyanvedantfoundation(at)gmail[dot]com
0,Gyanadhara Foundation Trust,"004A, Aishwarya Agate Apt, 13th Cross, Sarakki,JP Nagar, I Phase,",Bangalore,KARNATAKA,Not Available,9880676543,Not Available,purushotham(at)gyanadhara[dot]org
0,Gyudmed Tantric University Society,P.O. Gurupura Hunsur Taluk Mysore District,Gurupura,KARNATAKA,Not Available,9482399521,Not Available,nnorzom(at)yahoo[dot]com
